event_name,event_date,event_url,genre
Rodrigo y Gabriela,2025-04-16,https://www.ticketmaster.com.au/rodrigo-y-gabriela-thirroul-16-04-2025/event/1300617388337D83,Rock
Soft Cell,2025-04-17,https://www.ticketmaster.com.au/soft-cell-st-kilda-17-04-2025/event/13006124E7EE6C41,Rock
Xavier Rudd - Freedom Sessions Tour (Public Holiday Eve) w/ Special Guest Finojet,2025-04-17,https://www.moshtix.com.au/v2/event/xavier-rudd-freedom-sessions-tour-public-holiday-eve-w-special-guest-finojet/174698,Rock
"Mia Wray: hi, it's nice to meet me au tour",2025-04-19,https://www.moshtix.com.au/v2/event/mia-wray-hi-it-s-nice-to-meet-me-au-tour/174988,Pop
Sarah Blasko—I Just Need To Conquer This Mountain 2025 Regional Tour,2025-04-19,https://www.moshtix.com.au/v2/event/sarah-blasko-i-just-need-to-conquer-this-mountain-2025-regional-tour/175172,Rock
"MIA WRAY - 'HI, IT'S NICE TO MEET ME' AU TOUR",2025-04-20,https://www.moshtix.com.au/v2/event/mia-wray-hi-it-s-nice-to-meet-me-au-tour/174840,Pop
RY X,2025-04-22,https://www.ticketmaster.com.au/ry-x-sydney-22-04-2025/event/1300612BA33F57D8,Rock
RY X,2025-04-23,https://www.ticketmaster.com.au/ry-x-sydney-23-04-2025/event/1300612BB2435B13,Rock
George Thorogood & The Destroyers,2025-04-23,https://www.moshtix.com.au/v2/event/george-thorogood-the-destroyers/177239,Rock
NECK DEEP with State Champs,2025-04-23,https://www.moshtix.com.au/v2/event/neck-deep-with-state-champs/173941,Rock
RODRIGO Y GABRIELA (MEX),2025-04-23,https://www.moshtix.com.au/v2/event/rodrigo-y-gabriela-mex-/174271,Rock
THIS WILL DESTROY YOU - Celebrating 20 Years,2025-04-23,https://www.moshtix.com.au/v2/event/this-will-destroy-you-celebrating-20-years/175012,Rock
Pseudo Echo 2025: Love an Adventure tour,2025-04-24,https://www.moshtix.com.au/v2/event/pseudo-echo-2025-love-an-adventure-tour/170493,Rock
The Jungle Giants - Hold My Hand Single Tour,2025-04-25,https://www.ticketmaster.com.au/the-jungle-giants-hold-my-hand-brisbane-25-04-2025/event/13006238ECF72B5E,Rock
NECK DEEP with State Champs,2025-04-25,https://www.moshtix.com.au/v2/event/neck-deep-with-state-champs/173946,Rock
THIS WILL DESTROY YOU,2025-04-25,https://www.moshtix.com.au/v2/event/this-will-destroy-you/175075,Rock
RAG'N'BONE MAN,2025-04-25,https://www.moshtix.com.au/v2/event/rag-n-bone-man/171254,Pop
Death From Above 1979,2025-04-25,https://www.moshtix.com.au/v2/event/death-from-above-1979/172761,Rock
Red Hot Summer Tour - ZZ Top,2025-04-26,https://www.ticketmaster.com.au/red-hot-summer-tour-zz-top-ascot-26-04-2025/event/1300617D86651608,Rock
Neck Deep - Dumbstruck Dumbf!*k Tour,2025-04-26,https://www.ticketmaster.com.au/neck-deep-dumbstruck-dumbfk-tour-west-melbourne-26-04-2025/event/1300616EF83E8DAC,Rock
COOL BRITANNIA & SYMPHONY QUARTET,2025-04-26,https://www.moshtix.com.au/v2/event/cool-britannia-symphony-quartet/173937,Rock
THIS WILL DESTROY YOU - AUSTRALIAN TOUR,2025-04-26,https://www.moshtix.com.au/v2/event/this-will-destroy-you-australian-tour/175099,Rock
Xavier Rudd,2025-04-27,https://www.ticketmaster.com.au/xavier-rudd-fremantle-27-04-2025/event/13006185D77A5E38,Rock
Red Hot Summer Tour - ZZ Top,2025-04-27,https://www.ticketmaster.com.au/red-hot-summer-tour-zz-top-mornington-27-04-2025/event/1300617D8675163F,Rock
NECK DEEP - The Dumbstruck Dumbf*ck Tour,2025-04-27,https://www.ticketmaster.com.au/neck-deep-the-dumbstruck-dumbfck-tour-brisbane-27-04-2025/event/1300616EF83B8DAA,Rock
Tina Arena - Don't Ask Again Tour 2025,2025-04-29,https://www.ticketmaster.com.au/tina-arena-dont-ask-again-tour-sydney-29-04-2025/event/130061898BF2637F,Pop
Tina Arena - Don't Ask Again Tour 2025,2025-04-30,https://www.ticketmaster.com.au/tina-arena-dont-ask-again-tour-sydney-30-04-2025/event/13006189A1AD670C,Pop
Gilbert O'Sullivan,2025-05-01,https://www.ticketmaster.com.au/gilbert-osullivan-southbank-01-05-2025/event/2500613AA51121F3,Rock
ZZ Top - The Elevation Tour,2025-05-01,https://www.ticketmaster.com.au/zz-top-the-elevation-tour-perth-01-05-2025/event/1300617D87F81A86,Rock
DIESEL - BOOTLEG MELANCHOLY ALBUM TOUR 2024,2025-05-02,https://www.ticketmaster.com.au/diesel-bootleg-melancholy-album-tour-2024-norwood-02-05-2025/event/130060E87A7109E8,Rock
"Mia Wray 'hi, it's nice to meet me au tour'",2025-05-02,https://www.moshtix.com.au/v2/event/mia-wray-hi-it-s-nice-to-meet-me-au-tour-/175089,Pop
Slowdive Australian Tour with special guest Beach Fossils,2025-05-03,https://www.ticketmaster.com.au/slowdive-australian-tour-with-special-guest-west-melbourne-03-05-2025/event/1300624577DB0D68,Rock
Southern Sons - 35th Anniversary Tour 2025,2025-05-03,https://www.ticketmaster.com.au/southern-sons-35th-anniversary-tour-2025-southbank-03-05-2025/event/250060DAE5C52D8A,Rock
Red Hot Summer Tour - ZZ Top,2025-05-03,https://www.ticketmaster.com.au/red-hot-summer-tour-zz-top-pokolbin-03-05-2025/event/1300617CE43D6386,Rock
"SummerSalt - Missy Higgins, Birds of Tokyo & More",2025-05-03,https://www.ticketmaster.com.au/summersalt-missy-higgins-birds-of-tokyo-mackay-03-05-2025/event/1300617D7A750EC6,Rock
Ball Park Music—Like Love Tour,2025-05-03,https://www.moshtix.com.au/v2/event/ball-park-music-like-love-tour/176534,Rock
TONES & I - Live in Concert,2025-05-03,https://www.moshtix.com.au/v2/event/tones-i-live-in-concert/169678,Pop
Gilbert O'Sullivan,2025-05-04,https://www.ticketmaster.com.au/gilbert-osullivan-sydney-04-05-2025/event/13006134B3F165FE,Rock
Red Hot Summer Tour - ZZ Top,2025-05-04,https://www.ticketmaster.com.au/red-hot-summer-tour-zz-top-north-wollongong-04-05-2025/event/1300617D867E1667,Rock
Tina Arena - Don't Ask Again Tour 2025,2025-05-08,https://www.ticketmaster.com.au/tina-arena-dont-ask-again-tour-st-kilda-08-05-2025/event/13006189C1BD811D,Pop
Slowdive Australian Tour with special guest Beach Fossils,2025-05-08,https://www.ticketmaster.com.au/slowdive-australian-tour-with-special-guest-brisbane-08-05-2025/event/1300623E3C4E2A55,Rock
Fanning Dempsey National Park,2025-05-08,https://www.moshtix.com.au/v2/event/fanning-dempsey-national-park/175895,Rock
Stars of Countdown,2025-05-09,https://www.ticketmaster.com.au/stars-of-countdown-sandy-bay-09-05-2025/event/1300622704281910,Rock
Tina Arena - Don't Ask Again Tour 2025,2025-05-09,https://www.ticketmaster.com.au/tina-arena-dont-ask-again-tour-st-kilda-09-05-2025/event/13006189DFE18BBE,Pop
THE SONGS OF ELTON & GEORGE,2025-05-09,https://www.ticketmaster.com.au/the-songs-of-elton-george-southbank-09-05-2025/event/25006137D2AC2995,Pop
Pseudo Echo - Love an Adventure Tour 2025,2025-05-09,https://www.moshtix.com.au/v2/event/pseudo-echo-love-an-adventure-tour-2025/173311,Rock
Stars of Countdown,2025-05-10,https://www.ticketmaster.com.au/stars-of-countdown-prospect-vale-10-05-2025/event/13006228D71F172A,Rock
THE SONGS OF ELTON & GEORGE,2025-05-10,https://www.ticketmaster.com.au/the-songs-of-elton-george-southbank-10-05-2025/event/25006137FA3F3383,Pop
THE SONGS OF ELTON & GEORGE,2025-05-10,https://www.ticketmaster.com.au/the-songs-of-elton-george-southbank-10-05-2025/event/2500623B3A860CE2,Pop
Red Hot Summer Tour - ZZ Top,2025-05-10,https://www.ticketmaster.com.au/red-hot-summer-tour-zz-top-sandstone-point-10-05-2025/event/1300617D86851669,Rock
Pseudo Echo - Love an Adventure Tour 2025,2025-05-10,https://www.moshtix.com.au/v2/event/pseudo-echo-love-an-adventure-tour-2025/173314,Rock
THE SONGS OF ELTON & GEORGE,2025-05-11,https://www.ticketmaster.com.au/the-songs-of-elton-george-southbank-11-05-2025/event/25006137FAF43386,Pop
Red Hot Summer Tour - ZZ Top,2025-05-11,https://www.ticketmaster.com.au/red-hot-summer-tour-zz-top-sandstone-point-11-05-2025/event/1300617DB2413423,Rock
Myles Smith *Relocated to Fortitude Music Hall*,2025-05-12,https://www.ticketmaster.com.au/myles-smith-relocated-to-fortitude-music-brisbane-12-05-2025/event/130060FFD8735F32,Rock
Myles Smith - We Were Never Strangers Tour 2025,2025-05-12,https://www.ticketmaster.com.au/myles-smith-we-were-never-strangers-brisbane-12-05-2025/event/1300615D73386F49,Rock
Myles Smith *Relocated to Fortitude Music Hall*,2025-05-13,https://www.ticketmaster.com.au/myles-smith-relocated-to-fortitude-music-brisbane-13-05-2025/event/130060E2E8283778,Rock
Myles Smith - We Were Never Strangers Tour 2025,2025-05-13,https://www.ticketmaster.com.au/myles-smith-we-were-never-strangers-brisbane-13-05-2025/event/1300615D8FF07A86,Rock
Myles Smith - The Slightly Less Lonely Australia + New Zealand Tour - NOW AT THE FORTITUDE MUSIC HALL,2025-05-13,https://www.moshtix.com.au/v2/event/myles-smith-the-slightly-less-lonely-australia-new-zealand-tour-now-at-the-fortitude-music-hall/168478,Rock
The Blow Monkeys,2025-05-14,https://www.ticketmaster.com.au/the-blow-monkeys-woolloongabba-14-05-2025/event/2500614F8F6023BA,Rock
THE BLOW MONKEYS ,2025-05-15,https://www.moshtix.com.au/v2/event/the-blow-monkeys/172612,Rock
The Songs of Elton and George,2025-05-16,https://www.ticketmaster.com.au/the-songs-of-elton-and-george-brisbane-16-05-2025/event/1300614829CC7E19,Pop
Roachford (UK) Then and Now Greatest Hits Tour 2025,2025-05-16,https://www.moshtix.com.au/v2/event/roachford-uk-then-and-now-greatest-hits-tour-2025/171815,Rock
MI-SEX - Graffiti Crimes,2025-05-16,https://www.moshtix.com.au/v2/event/mi-sex-graffiti-crimes/169984,Rock
Supergroove: The Phenomenon Tour,2025-05-17,https://www.ticketmaster.com.au/supergroove-the-phenomenon-tour-brisbane-17-05-2025/event/1300624B2CA92A45,Rock
Roachford (UK) Then and Now Greatest Hits Tour 2025,2025-05-17,https://www.moshtix.com.au/v2/event/roachford-uk-then-and-now-greatest-hits-tour-2025/173363,Rock
Ball Park Music - Like Love Tour,2025-05-17,https://www.moshtix.com.au/v2/event/ball-park-music-like-love-tour/176752,Rock
Ball Park Music - Like Love Tour,2025-05-23,https://www.ticketmaster.com.au/ball-park-music-like-love-tour-brisbane-23-05-2025/event/1300623E9FA11697,Rock
D-A-D,2025-05-23,https://www.moshtix.com.au/v2/event/d-a-d/174715,Rock
KIM CHURCHILL The Lovely Tour 2025,2025-05-23,https://www.moshtix.com.au/v2/event/kim-churchill-the-lovely-tour-2025/171844,Rock
Roachford (UK) Then and Now Greatest Hits Tour 2025,2025-05-23,https://www.moshtix.com.au/v2/event/roachford-uk-then-and-now-greatest-hits-tour-2025/171711,Rock
D-A-D (Denmark) - Greatest Hits Tour,2025-05-24,https://www.moshtix.com.au/v2/event/d-a-d-denmark-greatest-hits-tour/174693,Rock
Painters and Dockers,2025-05-24,https://www.moshtix.com.au/v2/event/painters-and-dockers/175553,Rock
Roachford (UK) ,2025-05-24,https://www.moshtix.com.au/v2/event/roachford-uk-/171791,Rock
Train Souvenir Ticket - Event Ticket Must Be Purchased Separately,2025-05-25,https://www.ticketmaster.com.au/train-souvenir-ticket-event-ticket-must-brisbane-25-05-2025/event/13006187CA86357A,Rock
Train,2025-05-25,https://www.ticketmaster.com.au/train-brisbane-25-05-2025/event/13006185E8FA6429,Rock
Chelsea Wolfe,2025-05-25,https://www.ticketmaster.com.au/chelsea-wolfe-brisbane-25-05-2025/event/1300615DA9697E2B,Rock
Roachford (UK) Then and Now Greatest Hits Tour 2025 ,2025-05-25,https://www.moshtix.com.au/v2/event/roachford-uk-then-and-now-greatest-hits-tour-2025/171779,Rock
BRADLEY SIMPSON - The Panic Years,2025-05-27,https://www.moshtix.com.au/v2/event/bradley-simpson-the-panic-years/173949,Pop
Bradley Simpson - The Panic Years,2025-05-28,https://www.ticketmaster.com.au/bradley-simpson-the-panic-years-woolloongabba-28-05-2025/event/2500616FC4923684,Pop
The Hindley Street Country Club,2025-05-29,https://www.ticketmaster.com.au/the-hindley-street-country-club-thirroul-29-05-2025/event/1300617AE15A639F,Rock
Choirboys: Run To Paradise,2025-05-31,https://www.ticketmaster.com.au/choirboys-run-to-paradise-thirroul-31-05-2025/event/13006122DFC766DF,Rock
Damien Leith - Ireland Orchestrated,2025-05-31,https://www.ticketmaster.com.au/damien-leith-ireland-orchestrated-sydney-31-05-2025/event/1300617B9E482718,Pop
KIM CHURCHILL: The Lovely Tour 2025 - with special guests,2025-06-01,https://www.moshtix.com.au/v2/event/kim-churchill-the-lovely-tour-2025-with-special-guests/171924,Rock
Inhaler - Open Wide Australia Tour,2025-06-05,https://www.ticketmaster.com.au/inhaler-open-wide-australia-tour-brisbane-05-06-2025/event/1300622ED6A7951A,Rock
Rose Tattoo - Hard Road Tour,2025-06-06,https://www.moshtix.com.au/v2/event/rose-tattoo-hard-road-tour/176326,Rock
Rose Tattoo - Hard Road Tour,2025-06-07,https://www.moshtix.com.au/v2/event/rose-tattoo-hard-road-tour/176328,Rock
KISSCHASY  ‘Hymns for the New Believers’ Tour 2025 w/ Special Guests Sly Withers & Suzi,2025-06-07,https://www.moshtix.com.au/v2/event/kisschasy-hymns-for-the-new-believers-tour-2025-w-special-guests-sly-withers-suzi/176073,Rock
Counterparts,2025-06-11,https://www.moshtix.com.au/v2/event/counterparts/176490,Rock
Marianas Trench,2025-06-12,https://www.moshtix.com.au/v2/event/marianas-trench/174415,Rock
Kisschasy - 'Hymns for the New Believer' Tour,2025-06-13,https://www.ticketmaster.com.au/kisschasy-hymns-for-the-new-believer-brisbane-13-06-2025/event/130062384D5C09A2,Rock
COUNTERPARTS heaven let them die,2025-06-13,https://www.moshtix.com.au/v2/event/counterparts-heaven-let-them-die/176482,Rock
Ball Park Music - Like Love Tour,2025-06-13,https://www.moshtix.com.au/v2/event/ball-park-music-like-love-tour/176442,Rock
KISSCHASY 'Hymns for the New Believers' Tour 2025,2025-06-14,https://www.moshtix.com.au/v2/event/kisschasy-hymns-for-the-new-believers-tour-2025/176263,Rock
Counterparts,2025-06-15,https://www.moshtix.com.au/v2/event/counterparts/176430,Rock
MARIANAS TRENCH,2025-06-15,https://www.moshtix.com.au/v2/event/marianas-trench/174425,Rock
Queen: It's a Kinda Magic,2025-06-21,https://www.ticketmaster.com.au/queen-its-a-kinda-magic-thirroul-21-06-2025/event/1300615F35E45EDD,Rock
half alive - Persona World Tour,2025-06-22,https://www.ticketmaster.com.au/half-alive-persona-world-tour-woolloongabba-22-06-2025/event/2500616EA49530AB,Pop
Shorrock & Cadd - The Two Amigo's,2025-07-02,https://www.ticketmaster.com.au/shorrock-cadd-the-two-amigos-woolloongabba-02-07-2025/event/2500624ABF201685,Rock
Stars Of Countdown,2025-07-04,https://www.ticketmaster.com.au/stars-of-countdown-southbank-04-07-2025/event/250062297A8E09C7,Rock
Chocolate Starfish Performs Bat Out Of Hell - The Return,2025-07-05,https://www.ticketmaster.com.au/chocolate-starfish-performs-bat-out-of-st-kilda-05-07-2025/event/1300623EE49A275A,Rock
Queen: It's a Kinda Magic,2025-07-12,https://www.ticketmaster.com.au/queen-its-a-kinda-magic-sandy-bay-12-07-2025/event/130061669BED7DEA,Rock
1927,2025-07-18,https://www.ticketmaster.com.au/1927-southbank-18-07-2025/event/2500624BCC051482,Rock
Chocolate Starfish - Bat Out Of Hell the Return,2025-07-19,https://www.ticketmaster.com.au/chocolate-starfish-bat-out-of-hell-sandy-bay-19-07-2025/event/1300623803BD2DF5,Rock
10cc The Ultimate Ultimate Greatest Hits Tour,2025-07-19,https://www.moshtix.com.au/v2/event/10cc-the-ultimate-ultimate-greatest-hits-tour/170245,Rock
10cc The Ultimate Ultimate Greatest Hits Tour,2025-07-25,https://www.ticketmaster.com.au/10cc-the-ultimate-ultimate-greatest-hits-sydney-25-07-2025/event/1300610CC9C92AF1,Rock
10cc The Ultimate Ultimate Greatest Hits Tour,2025-07-26,https://www.ticketmaster.com.au/10cc-the-ultimate-ultimate-greatest-hits-thirroul-26-07-2025/event/1300610D8E500CF7,Rock
Tim Finn - The Escapade Tour,2025-08-01,https://www.ticketmaster.com.au/tim-finn-the-escapade-tour-thirroul-01-08-2025/event/13006244A01317F5,Rock
10cc The Ultimate Ultimate Greatest Hits Tour,2025-08-01,https://www.ticketmaster.com.au/10cc-the-ultimate-ultimate-greatest-hits-st-kilda-01-08-2025/event/1300610F894E0C1C,Rock
Tim Finn - The Escapade Tour,2025-08-02,https://www.ticketmaster.com.au/tim-finn-the-escapade-tour-st-kilda-02-08-2025/event/1300624C887A187F,Rock
Chocolate Starfish Performs Bat Out Of Hell,2025-08-02,https://www.ticketmaster.com.au/chocolate-starfish-performs-bat-out-of-thirroul-02-08-2025/event/1300623B261926DC,Rock
The Denim & Lace 50th Anniversary featuring the Cliff & Olivia Show,2025-08-09,https://www.ticketmaster.com.au/the-denim-lace-50th-anniversary-featuring-southbank-09-08-2025/event/2500624B09F91C4D,Rock
Tim Finn - The Escapade Tour,2025-08-09,https://www.ticketmaster.com.au/tim-finn-the-escapade-tour-sydney-09-08-2025/event/130062443DC52E9B,Rock
Chocolate Starfish Performs Bat Out Of Hell - The Return,2025-08-22,https://www.ticketmaster.com.au/chocolate-starfish-performs-bat-out-of-brisbane-22-08-2025/event/1300624384B60E9D,Rock
Chocolate Starfish - Bat Out Of Hell the Return,2025-08-29,https://www.ticketmaster.com.au/chocolate-starfish-bat-out-of-hell-norwood-29-08-2025/event/1300623D7D950DB0,Rock
Mayday Parade Three Cheers For 20 Years,2025-09-14,https://www.ticketmaster.com.au/mayday-parade-three-cheers-for-20-brisbane-14-09-2025/event/1300624E9D1928DA,Rock
SummerSalt 2025 with The Wombats & more,2025-09-20,https://www.ticketmaster.com.au/summersalt-2025-with-the-wombats-more-torquay-20-09-2025/event/25006246EE9B1B7A,Rock
Smokie (UK) 50th Anniversary Tour,2025-09-26,https://www.ticketmaster.com.au/smokie-uk-50th-anniversary-tour-brisbane-26-09-2025/event/13006243E28C20B3,Rock
SummerSalt 2025 with The Wombats & more,2025-09-27,https://www.ticketmaster.com.au/summersalt-2025-with-the-wombats-more-tamborine-27-09-2025/event/25006247B5EE12FD,Rock
SummerSalt 2025 with The Wombats & more,2025-09-28,https://www.ticketmaster.com.au/summersalt-2025-with-the-wombats-more-speers-point-28-09-2025/event/25006247B60F131A,Rock
SummerSalt 2025 with The Wombats & more,2025-10-04,https://www.ticketmaster.com.au/summersalt-2025-with-the-wombats-more-fremantle-04-10-2025/event/13006247C3681FD6,Rock
Smokie (UK) 50th Anniversary Tour,2025-10-05,https://www.ticketmaster.com.au/smokie-uk-50th-anniversary-tour-southbank-05-10-2025/event/25006243E317157D,Rock
Smokie (UK) 50th Anniversary Tour,2025-10-06,https://www.ticketmaster.com.au/smokie-uk-50th-anniversary-tour-southbank-06-10-2025/event/25006245EDB518EF,Rock
Smokie (UK) 50th Anniversary Tour,2025-10-07,https://www.ticketmaster.com.au/smokie-uk-50th-anniversary-tour-southbank-07-10-2025/event/25006245EDB518F1,Rock
Smokie (UK) 50th Anniversary Tour,2025-10-10,https://www.ticketmaster.com.au/smokie-uk-50th-anniversary-tour-hobart-10-10-2025/event/13006245C992257F,Rock
Never Ending 80s PRESENTS Never Ending 90s Everybody Dance Now!,2025-10-18,https://www.moshtix.com.au/v2/event/never-ending-80s-presents-never-ending-90s-everybody-dance-now-/172734,Pop
Creedence Clearwater Collective,2025-11-01,https://www.ticketmaster.com.au/creedence-clearwater-collective-torrensville-01-11-2025/event/1300618773F90C0E,Rock
Cliff Richard: Can't Stop Me Now Tour,2025-11-06,https://www.ticketmaster.com.au/cliff-richard-cant-stop-me-now-st-kilda-06-11-2025/event/13006142A2346C73,Rock
Cliff Richard: Can't Stop Me Now Tour,2025-11-07,https://www.ticketmaster.com.au/cliff-richard-cant-stop-me-now-st-kilda-07-11-2025/event/1300614BEC267DFA,Rock
CLAP YOUR HANDS SAY YEAH - Performing the Debut Album,2025-11-07,https://www.moshtix.com.au/v2/event/clap-your-hands-say-yeah-performing-the-debut-album/174117,Rock
The UK Rod Stewart Show,2025-11-08,https://www.ticketmaster.com.au/the-uk-rod-stewart-show-thirroul-08-11-2025/event/1300622893EC1005,Rock
Clap Your Hands Say Yeah - Performing the Debut Album,2025-11-08,https://www.moshtix.com.au/v2/event/clap-your-hands-say-yeah-performing-the-debut-album/174026,Rock
Cliff Richard: Can't Stop Me Now Tour,2025-11-09,https://www.ticketmaster.com.au/cliff-richard-cant-stop-me-now-sydney-09-11-2025/event/13006143F1E87A0A,Rock
Cliff Richard: Can't Stop Me Now Tour,2025-11-10,https://www.ticketmaster.com.au/cliff-richard-cant-stop-me-now-sydney-10-11-2025/event/130061430A3C7B05,Rock
Pseudo Echo Love An Adventure Tour,2025-11-15,https://www.ticketmaster.com.au/pseudo-echo-love-an-adventure-tour-southbank-15-11-2025/event/25006236840A094A,Rock
The Joe Cocker Express: Mad Dog vs The Englishman,2025-11-15,https://www.ticketmaster.com.au/the-joe-cocker-express-mad-dog-thirroul-15-11-2025/event/1300618A2F0E1748,Rock
The Dead South,2025-11-28,https://www.moshtix.com.au/v2/event/the-dead-south/177053,Rock
The Dead South,2025-11-29,https://www.moshtix.com.au/v2/event/the-dead-south/176898,Rock
The Dead South,2025-12-01,https://www.ticketmaster.com.au/the-dead-south-hobart-01-12-2025/event/130062479B3B181D,Rock
The Dead South,2025-12-03,https://www.ticketmaster.com.au/the-dead-south-west-melbourne-03-12-2025/event/1300624A9B161DF2,Rock
Creedence Clearwater Collective,2025-12-06,https://www.ticketmaster.com.au/creedence-clearwater-collective-brisbane-06-12-2025/event/1300610EDE6934C5,Rock
The Dead South,2025-12-09,https://www.ticketmaster.com.au/the-dead-south-brisbane-09-12-2025/event/130062468869136B,Rock
AUS Test CCPER-2271 - AUTOMATION DO NOT EDIT,2026-05-01,https://www.ticketmaster.com.au/aus-test-ccper2271-automation-do-not-collingwood-01-05-2026/event/1300623D451E0BED,Pop
AUS Test CCPER-2271 - AUTOMATION DO NOT EDIT,2026-05-02,https://www.ticketmaster.com.au/aus-test-ccper2271-automation-do-not-collingwood-02-05-2026/event/1300623D468B0BFE,Pop
STRFKR – 2025 AU Tour,2025-02-18,https://www.moshtix.com.au/v2/event/strfkr-2025-au-tour/171728,Rock
THE CORRS Talk On Corners Tour Australia 2025,2025-02-19,https://www.ticketmaster.com.au/the-corrs-talk-on-corners-tour-brisbane-19-02-2025/event/1300614B60982BDE,Pop
Billlie,2025-02-19,https://www.moshtix.com.au/v2/event/billlie/175119,Pop
Hot Water Music Australian Tour 2025 ,2025-02-19,https://www.moshtix.com.au/v2/event/hot-water-music-australian-tour-2025/169450,Rock
OMD - Orchestral Manoeuvres in the Dark,2025-02-20,https://www.ticketmaster.com.au/omd-orchestral-manoeuvres-in-the-dark-st-kilda-20-02-2025/event/13006099B5882644,Rock
Billlie World Tour Our FLOWERLD (Belllieve You) ASIA & OCEANIA,2025-02-21,https://www.ticketmaster.com.au/billlie-world-tour-our-flowerld-belllieve-woolloongabba-21-02-2025/event/2500618CD10A1AFA,Pop
OMD - Orchestral Manoeuvres in the Dark,2025-02-21,https://www.ticketmaster.com.au/omd-orchestral-manoeuvres-in-the-dark-st-kilda-21-02-2025/event/1300609ED92074C1,Rock
Hot Water Music Australian Tour 2025,2025-02-21,https://www.moshtix.com.au/v2/event/hot-water-music-australian-tour-2025/169478,Rock
Pennywise & Millencolin Australian Tour w/ Special Guests,2025-02-22,https://www.moshtix.com.au/v2/event/pennywise-millencolin-australian-tour-w-special-guests/174004,Rock
HARMS WAY (USA) – SYDNEY 18+,2025-02-22,https://www.moshtix.com.au/v2/event/harms-way-usa-sydney-18-/175439,Rock
POND,2025-02-22,https://www.moshtix.com.au/v2/event/pond/175170,Rock
STRFKR – 2025 AU Tour,2025-02-22,https://www.moshtix.com.au/v2/event/strfkr-2025-au-tour/171749,Rock
Orchestral Manoeuvres in the Dark 'Greatest Hits' Australian Tour,2025-02-23,https://www.ticketmaster.com.au/orchestral-manoeuvres-in-the-dark-greatest-brisbane-23-02-2025/event/13006099B9FD2825,Rock
STRFKR - 2025 AU Tour,2025-02-23,https://www.ticketmaster.com.au/strfkr-2025-au-tour-woolloongabba-23-02-2025/event/25006137D74F2A3B,Rock
JAMES REYNE - 2025 Electric Digger Dandy Tour (Early Show),2025-02-23,https://www.moshtix.com.au/v2/event/james-reyne-2025-electric-digger-dandy-tour-early-show-/174919,Pop
Pennywise & Millencolin Australian Tour w/ Special Guests,2025-02-25,https://www.moshtix.com.au/v2/event/pennywise-millencolin-australian-tour-w-special-guests/173960,Rock
STRFKR - 2025 AU Tour,2025-02-25,https://www.moshtix.com.au/v2/event/strfkr-2025-au-tour/171740,Rock
Pennywise & Millencolin Australian Tour,2025-02-26,https://www.ticketmaster.com.au/pennywise-millencolin-australian-tour-brisbane-26-02-2025/event/1300616EDF3D8C59,Rock
DAILY J - 'SCATTERBRAINS' ALBUM TOUR W/ SPECIAL GUESTS TBA,2025-02-26,https://www.moshtix.com.au/v2/event/daily-j-scatterbrains-album-tour-w-special-guests-tba/175176,Rock
AN EVENING WITH M. WARD plus GUESTS,2025-02-26,https://www.moshtix.com.au/v2/event/an-evening-with-m-ward-plus-guests/175253,Rock
HARMS WAY (USA) – MELBOURNE 18+,2025-02-26,https://www.moshtix.com.au/v2/event/harms-way-usa-melbourne-18-/175457,Rock
Andrew Swift,2025-02-28,https://www.moshtix.com.au/v2/event/andrew-swift/174828,Rock
Green Day - The Saviors Tour,2025-03-01,https://www.ticketmaster.com.au/green-day-the-saviors-tour-docklands-01-03-2025/event/25006102AB7E2047,Rock
Basement (uk) Adelaide Headline Show with guests,2025-03-01,https://www.moshtix.com.au/v2/event/basement-uk-adelaide-headline-show-with-guests/176695,Rock
Pirate Life 10th Birthday,2025-03-01,https://www.moshtix.com.au/v2/event/pirate-life-10th-birthday/174148,Rock
VOXNEON,2025-03-01,https://www.moshtix.com.au/v2/event/voxneon/171758,Rock
Khruangbin - A LA SALA Tour,2025-03-02,https://www.ticketmaster.com.au/khruangbin-a-la-sala-tour-brisbane-02-03-2025/event/130060FDA8F157C2,Rock
STONE TEMPLE PILOTS - PURPLE 30TH ANNIVERSARY TOUR,2025-03-02,https://www.ticketmaster.com.au/stone-temple-pilots-purple-30th-anniversary-st-kilda-02-03-2025/event/13006231DF581ACE,Rock
Daily J | Scatterbrains Tour ,2025-03-02,https://www.moshtix.com.au/v2/event/daily-j-scatterbrains-tour/175181,Rock
Green Day - The Saviors Tour,2025-03-03,https://www.ticketmaster.com.au/green-day-the-saviors-tour-olympic-park-03-03-2025/event/13006101BBB45A18,Rock
Cat Power Sings Dylan '66,2025-03-03,https://www.ticketmaster.com.au/cat-power-sings-dylan-66-sydney-03-03-2025/event/1300613AB5C36FB3,Rock
STONE TEMPLE PILOTS - PURPLE 30TH ANNIVERSARY TOUR with special guest WOLFMOTHER,2025-03-03,https://www.moshtix.com.au/v2/event/stone-temple-pilots-purple-30th-anniversary-tour-with-special-guest-wolfmother/170696,Rock
Cat Power Sings Dylan '66,2025-03-04,https://www.ticketmaster.com.au/cat-power-sings-dylan-66-sydney-04-03-2025/event/1300613AE2847608,Rock
Green Day - The Saviors Tour,2025-03-05,https://www.ticketmaster.com.au/green-day-the-saviors-tour-robina-gold-coast-05-03-2025/event/250060FED03F2F21,Rock
